,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
3720,Roland Taylor,"Taylor, Roland",1976,Y,78302,HISTADD_fatty_taylor,0,,,,0,,1976
3721,Tyshawn Taylor,"Taylor, Tyshawn",2012,Y,203116,tyshawn_taylor,0,,,,0,,2013
3722,Vince Taylor,"Taylor, Vince",1982,Y,78303,HISTADD_vince_taylor,0,,,,0,,1982
3723,Terry Teagle,"Teagle, Terry",1982,Y,78304,HISTADD_terry_teagle,0,,,,0,,1992
3724,Jeff Teague,"Teague, Jeff",2009,Y,201952,jeff_teague,1,ATL,Atlanta,hawks,1610612737,Hawks,2017
3725,Marquis Teague,"Teague, Marquis",2012,Y,203104,marquis_teague,0,,,,0,,2017
3726,Mirza Teletovic,"Teletovic, Mirza",2012,Y,203141,mirza_teletovic,1,PHX,Phoenix,suns,1610612756,Suns,2017
3727,Sebastian Telfair,"Telfair, Sebastian",2004,Y,2742,sebastian_telfair,0,,,,0,,2014
3728,Garrett Temple,"Temple, Garrett",2009,Y,202066,garrett_temple,1,WAS,Washington,wizards,1610612764,Wizards,2017
3729,Milos Teodosic,"Teodosic, Milos",2017,Y,1628462,milos_teodosic,0,,,,0,,2017
3730,Ira Terrell,"Terrell, Ira",1976,Y,78305,HISTADD_ira_terrell,0,,,,0,,1978
3731,Carlos Terry,"Terry, Carlos",1980,Y,78307,HISTADD_carlos_terry,0,,,,0,,1982
3732,Chuck Terry,"Terry, Chuck",1972,Y,78306,HISTADD_chuck_terry,0,,,,0,,1976
3733,Claude Terry,"Terry, Claude",1976,Y,78308,HISTADD_claude_terry,0,,,,0,,1977
3734,Jason Terry,"Terry, Jason",1999,Y,1891,jason_terry,1,HOU,Houston,rockets,1610612745,Rockets,2017
3735,Hasheem Thabeet,"Thabeet, Hasheem",2009,Y,201934,hasheem_thabeet,0,,,,0,,2013
3736,Tom Thacker,"Thacker, Tom",1963,Y,78309,HISTADD_tack_thacker,0,,,,0,,1967
3737,Daniel Theis,"Theis, Daniel",2017,Y,1628464,daniel_theis,0,,,,0,,2017
3738,Reggie Theus,"Theus, Reggie",1978,Y,78310,HISTADD_reggie_theus,0,,,,0,,1990
3739,Peter Thibeaux,"Thibeaux, Peter",1984,Y,78311,HISTADD_peter_thibeaux,0,,,,0,,1985
3740,Bill Thieben,"Thieben, Bill",1956,Y,78312,HISTADD_bill_thieben,0,,,,0,,1957
3741,Justus Thigpen,"Thigpen, Justus",1972,Y,78313,HISTADD_justus_thigpen,0,,,,0,,1973
3742,David Thirdkill,"Thirdkill, David",1982,Y,78314,HISTADD_david_thirdkill,0,,,,0,,1986
3743,Adonis Thomas,"Thomas, Adonis",2013,Y,203519,adonis_thomas,0,,,,0,,2013
3744,Billy Thomas,"Thomas, Billy",2004,Y,2873,billy_thomas,0,,,,0,,2007
3745,Carl Thomas,"Thomas, Carl",1991,Y,1063,carl_thomas,0,,,,0,,1997
3746,Charles Thomas,"Thomas, Charles",1991,Y,78316,HISTADD_charles_thomas,0,,,,0,,1991
3747,Etan Thomas,"Thomas, Etan",2001,Y,2041,etan_thomas,0,,,,0,,2010
3748,Irving Thomas,"Thomas, Irving",1990,Y,78317,HISTADD_irving_thomas,0,,,,0,,1990
3749,Isaiah Thomas,"Thomas, Isaiah",2011,Y,202738,isaiah_thomas,1,BOS,Boston,celtics,1610612738,Celtics,2017
3750,Isiah Thomas,"Thomas, Isiah",1981,Y,78318,HISTADD_isiah_thomas,0,,,,0,,1993
3751,Jamel Thomas,"Thomas, Jamel",1999,Y,1975,jamel_thomas,0,,,,0,,2000
3752,James Thomas,"Thomas, James",2004,Y,2839,james_thomas,0,,,,0,,2005
3753,Jim Thomas,"Thomas, Jim",1983,Y,78320,HISTADD_jim_thomas,0,,,,0,,1990
3754,Joe Thomas,"Thomas, Joe",1970,Y,78321,HISTADD_joe_thomas,0,,,,0,,1970
3755,John Thomas,"Thomas, John",1997,Y,1519,john_thomas,0,,,,0,,2005
3756,Kenny Thomas,"Thomas, Kenny",1999,Y,1903,kenny_thomas,0,,,,0,,2009
3757,Kurt Thomas,"Thomas, Kurt",1995,Y,703,kurt_thomas,0,,,,0,,2012
3758,Lance Thomas,"Thomas, Lance",2011,Y,202498,lance_thomas,1,NYK,New York,knicks,1610612752,Knicks,2017
3759,Malcolm Thomas,"Thomas, Malcolm",2011,Y,202952,malcolm_thomas,0,,,,0,,2014
3760,Terry Thomas,"Thomas, Terry",1975,Y,78322,HISTADD_terry_thomas,0,,,,0,,1975
3761,Tim Thomas,"Thomas, Tim",1997,Y,1501,tim_thomas,0,,,,0,,2009
3762,Tyrus Thomas,"Thomas, Tyrus",2006,Y,200748,tyrus_thomas,0,,,,0,,2014
3763,Trey Thompkins,"Thompkins, Trey",2011,Y,202717,trey_thompkins,0,,,,0,,2011
3764,Bernard Thompson,"Thompson, Bernard",1984,Y,78323,HISTADD_bernard_thompson,0,,,,0,,1988
3765,Billy Thompson,"Thompson, Billy",1986,Y,1631,billy_thompson,0,,,,0,,1991
3766,Brooks Thompson,"Thompson, Brooks",1994,Y,240,brooks_thompson,0,,,,0,,1997
3767,Corny Thompson,"Thompson, Corny",1982,Y,78325,HISTADD_corny_thompson,0,,,,0,,1982
3768,David Thompson,"Thompson, David",1976,Y,78326,HISTADD_david_thompson,0,,,,0,,1983
3769,Dijon Thompson,"Thompson, Dijon",2005,Y,101159,dijon_thompson,0,,,,0,,2006
3770,George Thompson,"Thompson, George",1974,Y,78327,HISTADD_george_thompson,0,,,,0,,1974
3771,Hollis Thompson,"Thompson, Hollis",2013,Y,203138,hollis_thompson,1,PHI,Philadelphia,sixers,1610612755,76ers,2016
3772,Jason Thompson,"Thompson, Jason",2008,Y,201574,jason_thompson,1,TOR,Toronto,raptors,1610612761,Raptors,2015
3773,John Thompson,"Thompson, John",1964,Y,78328,HISTADD_john_thompson,0,,,,0,,1965
3774,Kevin Thompson,"Thompson, Kevin",1993,Y,78329,HISTADD_kevin_thompson,0,,,,0,,1993
3775,Klay Thompson,"Thompson, Klay",2011,Y,202691,klay_thompson,1,GSW,Golden State,warriors,1610612744,Warriors,2017
3776,LaSalle Thompson,"Thompson, LaSalle",1982,Y,78,lasalle_thompson,0,,,,0,,1996
3777,Mychal Thompson,"Thompson, Mychal",1978,Y,78331,HISTADD_mychal_thompson,0,,,,0,,1990
3778,Mychel Thompson,"Thompson, Mychel",2011,Y,202814,mychel_thompson,0,,,,0,,2011
3779,Paul Thompson,"Thompson, Paul",1983,Y,78332,HISTADD_paul_thompson,0,,,,0,,1985
3780,Stephen Thompson,"Thompson, Stephen",1991,Y,78333,HISTADD_stephen_thompson,0,,,,0,,1991
3781,Tristan Thompson,"Thompson, Tristan",2011,Y,202684,tristan_thompson,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2017
3782,Rod Thorn,"Thorn, Rod",1963,Y,78335,HISTADD_rod_thorn,0,,,,0,,1970
3783,Al Thornton,"Thornton, Al",2007,Y,201154,al_thornton,0,,,,0,,2010
3784,Bob Thornton,"Thornton, Bob",1985,Y,738,bob_thornton,0,,,,0,,1995
3785,Marcus Thornton,"Thornton, Marcus",2009,Y,201977,marcus_thornton,1,WAS,Washington,wizards,1610612764,Wizards,2016
3786,Sindarius Thornwell,"Thornwell, Sindarius",2017,Y,1628414,sindarius_thornwell,0,,,,0,,2017
3787,Otis Thorpe,"Thorpe, Otis",1984,Y,901,otis_thorpe,0,,,,0,,2000
3788,Sedale Threatt,"Threatt, Sedale",1983,Y,9,sedale_threatt,0,,,,0,,1996
3789,Nate Thurmond,"Thurmond, Nate",1963,Y,600001,HISTADD_nate_thurmond,0,,,,0,,1976
3790,Mel Thurston,"Thurston, Mel",1947,Y,78340,HISTADD_mel_thurston,0,,,,0,,1947
3791,Howard Tidrick,"Tidrick, Howard",1948,Y,78341,HISTADD_hal_tidrick,0,,,,0,,1948
3792,Dan Tieman,"Tieman, Dan",1962,Y,78342,HISTADD_dan_tieman,0,,,,0,,1962
3793,Darren Tillis,"Tillis, Darren",1982,Y,78343,HISTADD_darren_tillis,0,,,,0,,1983
3794,Jack Tingle,"Tingle, Jack",1947,Y,78344,HISTADD_jack_tingle,0,,,,0,,1948
3795,Jamaal Tinsley,"Tinsley, Jamaal",2001,Y,2224,jamaal_tinsley,0,,,,0,,2013
3796,Wayman Tisdale,"Tisdale, Wayman",1985,Y,47,wayman_tisdale,0,,,,0,,1996
3797,Mike Tobey,"Tobey, Mike",2016,Y,1627861,mike_tobey,0,,,,0,,2016
3798,Marko Todorovich,"Todorovich, Marko",1949,Y,78346,HISTADD_mike_todorovich,0,,,,0,,1950
3799,Ray Tolbert,"Tolbert, Ray",1981,Y,78348,HISTADD_ray_tolbert,0,,,,0,,1988
3800,Tom Tolbert,"Tolbert, Tom",1988,Y,78347,HISTADD_tom_tolbert,0,,,,0,,1994
3801,Anthony Tolliver,"Tolliver, Anthony",2008,Y,201229,anthony_tolliver,1,DET,Detroit,pistons,1610612765,Pistons,2017
3802,Dean Tolson,"Tolson, Dean",1974,Y,78349,HISTADD_dean_tolson,0,,,,0,,1977
3803,Rudy Tomjanovich,"Tomjanovich, Rudy",1970,Y,78350,HISTADD_dupp_rudy_tomjanovich,0,,,,0,,1980
3804,Andrew Toney,"Toney, Andrew",1980,Y,78351,HISTADD_andrew_toney,0,,,,0,,1987
3805,Sedric Toney,"Toney, Sedric",1985,Y,78352,HISTADD_sedric_toney,0,,,,0,,1993
3806,Andy Tonkovich,"Tonkovich, Andy",1948,Y,78353,HISTADD_andy_tonkovich,0,,,,0,,1948
3807,Andy Toolson,"Toolson, Andy",1990,Y,342,andy_toolson,0,,,,0,,1995
3808,Jack Toomay,"Toomay, Jack",1947,Y,78355,HISTADD_jack_toomay,0,,,,0,,1949
3809,Bernard Toone,"Toone, Bernard",1979,Y,78356,HISTADD_bernard_toone,0,,,,0,,1979
3810,Irv Torgoff,"Torgoff, Irv",1946,Y,78357,HISTADD_irv_torgoff,0,,,,0,,1948
3811,Gene Tormohlen,"Tormohlen, Gene",1962,Y,78358,HISTADD_bumper_tormohlen,0,,,,0,,1969
3812,Oscar Torres,"Torres, Oscar",2001,Y,2351,oscar_torres,0,,,,0,,2002
3813,Bill Tosheff,"Tosheff, Bill",1951,Y,78359,HISTADD_bill_tosheff,0,,,,0,,1953
3814,Bob Tough,"Tough, Bob",1948,Y,78360,HISTADD_red_tough,0,,,,0,,1949
3815,Axel Toupane,"Toupane, Axel",2015,Y,1626253,axel_toupane,1,DEN,Denver,nuggets,1610612743,Nuggets,2016
3816,Monte Towe,"Towe, Monte",1976,Y,78361,HISTADD_monte_towe,0,,,,0,,1976
3817,Keith Tower,"Tower, Keith",1993,Y,700,keith_tower,0,,,,0,,1996
3818,William Towery,"Towery, William",1948,Y,78363,HISTADD_blackie_towery,0,,,,0,,1949
3819,Linton Townes,"Townes, Linton",1982,Y,78364,HISTADD_linton_townes,0,,,,0,,1984
3820,Karl-Anthony Towns,"Towns, Karl-Anthony",2015,Y,1626157,karl-anthony_towns,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2017
3821,Raymond Townsend,"Townsend, Raymond",1978,Y,78365,HISTADD_raymond_townsend,0,,,,0,,1981
3822,George Trapp,"Trapp, George",1971,Y,78366,HISTADD_george_trapp,0,,,,0,,1976
3823,John Trapp,"Trapp, John",1968,Y,78367,HISTADD_john_trapp,0,,,,0,,1972
3824,Robert Traylor,"Traylor, Robert",1998,Y,1714,robert_traylor,0,,,,0,,2004
3825,Gary Trent,"Trent, Gary",1995,Y,718,gary_trent,0,,,,0,,2003
3826,Jeff Trepagnier,"Trepagnier, Jeff",2001,Y,2244,jeff_trepagnier,0,,,,0,,2003
3827,John Tresvant,"Tresvant, John",1964,Y,78651,john_tresvant,0,,,,0,,1972
3828,Dick Triptow,"Triptow, Dick",1948,Y,78368,HISTADD_tiptoe_triptow,0,,,,0,,1949
3829,Kelly Tripucka,"Tripucka, Kelly",1981,Y,78369,HISTADD_kelly_tripucka,0,,,,0,,1990
3830,Cezary Trybanski,"Trybanski, Cezary",2002,Y,2456,cezary_trybanski,0,,,,0,,2003
3831,Jake Tsakalidis,"Tsakalidis, Jake",2000,Y,2054,jake_tsakalidis,0,,,,0,,2006
3832,John Tschogl,"Tschogl, John",1972,Y,78370,HISTADD_john_tschogl,0,,,,0,,1974
3833,Lou Tsioropoulos,"Tsioropoulos, Lou",1956,Y,78371,HISTADD_lou_tsioropoulos,0,,,,0,,1958
3834,Nikoloz Tskitishvili,"Tskitishvili, Nikoloz",2002,Y,2401,nikoloz_tskitishvili,0,,,,0,,2005
3835,Al Tucker,"Tucker, Al",1967,Y,78372,HISTADD_tuck_tucker,0,,,,0,,1970
3836,Alando Tucker,"Tucker, Alando",2007,Y,201169,alando_tucker,0,,,,0,,2009
3837,Anthony Tucker,"Tucker, Anthony",1994,Y,141,anthony_tucker,0,,,,0,,1994
3838,Jim Tucker,"Tucker, Jim",1954,Y,78374,HISTADD_jim_tucker,0,,,,0,,1956
3839,PJ Tucker,"Tucker, PJ",2006,Y,200782,pj_tucker,1,PHX,Phoenix,suns,1610612756,Suns,2017
3840,Trent Tucker,"Tucker, Trent",1982,Y,78375,HISTADD_trent_tucker,0,,,,0,,1992
3841,Ronny Turiaf,"Turiaf, Ronny",2005,Y,101142,ronny_turiaf,0,,,,0,,2014
3842,Mirsad Turkcan,"Turkcan, Mirsad",1999,Y,1726,mirsad_turkcan,0,,,,0,,1999
3843,Hedo Turkoglu,"Turkoglu, Hedo",2000,Y,2045,hedo_turkoglu,0,,,,0,,2014
3844,Andre Turner,"Turner, Andre",1986,Y,78377,HISTADD_andre_turner,0,,,,0,,1991
3845,Bill Turner,"Turner, Bill",1967,Y,78385,HISTADD_bill_turner,0,,,,0,,1972
3846,Elston Turner,"Turner, Elston",1981,Y,78378,HISTADD_elston_turner,0,,,,0,,1988
3847,Evan Turner,"Turner, Evan",2010,Y,202323,evan_turner,1,BOS,Boston,celtics,1610612738,Celtics,2017
3848,Henry Turner,"Turner, Henry",1989,Y,78379,HISTADD_henry_turner,0,,,,0,,1994
3849,Jack Turner,"Turner, Jack",1954,Y,78380,HISTADD_jack_turner,0,,,,0,,1954
3850,Jack Turner,"Turner, Jack",1961,Y,78382,HISTADD_jack_f_turner,0,,,,0,,1961
3851,Jeff Turner,"Turner, Jeff",1984,Y,78381,HISTADD_jeff_turner,0,,,,0,,1995
3852,John Turner,"Turner, John",1991,Y,1819,john_turner,0,,,,0,,1991
3853,Myles Turner,"Turner, Myles",2015,Y,1626167,myles_turner,1,IND,Indiana,pacers,1610612754,Pacers,2017
3854,Wayne Turner,"Turner, Wayne",1999,Y,1943,wayne_turner,0,,,,0,,1999
3855,Mel Turpin,"Turpin, Mel",1984,Y,78386,HISTADD_mel_turpin,0,,,,0,,1989
3856,Dave Twardzik,"Twardzik, Dave",1976,Y,78387,HISTADD_pinball_twardzik,0,,,,0,,1979
3857,Jack Twyman,"Twyman, Jack",1955,Y,78388,HISTADD_jack_twyman,0,,,,0,,1965
3858,B.J. Tyler,"Tyler, B.J.",1994,Y,189,b.j._tyler,0,,,,0,,1994
3859,Jeremy Tyler,"Tyler, Jeremy",2011,Y,202719,jeremy_tyler,0,,,,0,,2013
3860,Terry Tyler,"Tyler, Terry",1978,Y,78390,HISTADD_terry_tyler,0,,,,0,,1988
3861,Charlie Tyra,"Tyra, Charlie",1957,Y,78391,HISTADD_charlie_tyra,0,,,,0,,1961
3862,Edwin Ubiles,"Ubiles, Edwin",2011,Y,202775,edwin_ubiles,0,,,,0,,2011
3863,Ekpe Udoh,"Udoh, Ekpe",2010,Y,202327,ekpe_udoh,0,,,,0,,2017
3864,Ime Udoka,"Udoka, Ime",2003,Y,2137,ime_udoka,0,,,,0,,2010
3865,Beno Udrih,"Udrih, Beno",2004,Y,2757,beno_udrih,0,,,,0,,2016
3866,Roko Ukic,"Ukic, Roko",2008,Y,101146,roko_ukic,0,,,,0,,2009
3867,Tyler Ulis,"Ulis, Tyler",2016,Y,1627755,tyler_ulis,0,,,,0,,2017
3868,Wes Unseld,"Unseld, Wes",1968,Y,78392,HISTADD_wes_unseld,0,,,,0,,1980
3869,Hal Uplinger,"Uplinger, Hal",1953,Y,78393,HISTADD_hal_uplinger,0,,,,0,,1953
3870,Kelvin Upshaw,"Upshaw, Kelvin",1988,Y,78394,HISTADD_kelvin_upshaw,0,,,,0,,1990
3871,Jarrod Uthoff,"Uthoff, Jarrod",2016,Y,1627784,jarrod_uthoff,0,,,,0,,2016
3872,Ben Uzoh,"Uzoh, Ben",2010,Y,202386,ben_uzoh,0,,,,0,,2011
3873,Robert Vaden,"Vaden, Robert",2010,N,201987,robert_vaden,0,,,,0,,2010
3874,Jonas Valanciunas,"Valanciunas, Jonas",2012,Y,202685,jonas_valanciunas,1,TOR,Toronto,raptors,1610612761,Raptors,2017
3875,Darnell Valentine,"Valentine, Darnell",1981,Y,78395,HISTADD_darnell_valentine,0,,,,0,,1990
3876,Denzel Valentine,"Valentine, Denzel",2016,Y,1627756,denzel_valentine,0,,,,0,,2017
3877,Ron Valentine,"Valentine, Ron",1980,Y,78396,HISTADD_ron_valentine,0,,,,0,,1980
3878,John Vallely,"Vallely, John",1970,Y,78397,HISTADD_john_vallely,0,,,,0,,1971
3879,Dick Van Arsdale,"Van Arsdale, Dick",1965,Y,78398,HISTADD_dick_van_arsdale,0,,,,0,,1976
3880,Tom Van Arsdale,"Van Arsdale, Tom",1965,Y,78399,HISTADD_tom_vanarsdale,0,,,,0,,1976
3881,Butch Van Breda Kolff,"Van Breda Kolff, Butch",1946,Y,78401,HISTADD_butch_vanbredakolff,0,,,,0,,1949
3882,Jan Van Breda Kolff,"Van Breda Kolff, Jan",1976,Y,78400,HISTADD_jan_van_breda_kolff,0,,,,0,,1982
3883,Nick Van Exel,"Van Exel, Nick",1993,Y,89,nick_van exel,0,,,,0,,2005
3884,Keith Van Horn,"Van Horn, Keith",1997,Y,1496,keith_van horn,0,,,,0,,2005
3885,Norm Van Lier,"Van Lier, Norm",1969,Y,78406,HISTADD_norm_van_lier,0,,,,0,,1978
3886,Fred VanVleet,"VanVleet, Fred",2016,Y,1627832,fred_vanvleet,0,,,,0,,2017
3887,Gene Vance,"Vance, Gene",1947,Y,78402,HISTADD_gene_vance,0,,,,0,,1951
3888,Log Vander Velden,"Vander Velden, Log",1995,Y,78403,HISTADD_logan_vander_velden,0,,,,0,,1995
3889,Ernie Vandeweghe,"Vandeweghe, Ernie",1949,Y,78405,HISTADD_doc_vandeweghe,0,,,,0,,1955
3890,Kiki Vandeweghe,"Vandeweghe, Kiki",1980,Y,78404,HISTADD_kiki_vandeweghe,0,,,,0,,1992
3891,Nick Vanos,"Vanos, Nick",1985,Y,78407,HISTADD_nick_vanos,0,,,,0,,1986
3892,David Vanterpool,"Vanterpool, David",2000,Y,2128,david_vanterpool,0,,,,0,,2000
3893,Ratko Varda,"Varda, Ratko",2001,Y,2237,ratko_varda,0,,,,0,,2002
3894,Anderson Varejao,"Varejao, Anderson",2004,Y,2760,anderson_varejao,1,GSW,Golden State,warriors,1610612744,Warriors,2016
3895,Jarvis Varnado,"Varnado, Jarvis",2012,Y,202363,jarvis_varnado,0,,,,0,,2013
3896,Greivis Vasquez,"Vasquez, Greivis",2010,Y,202349,greivis_vasquez,1,MIL,Milwaukee,bucks,1610612749,Bucks,2016
3897,Charles Vaughn,"Vaughn, Charles",1962,Y,78409,HISTADD_chico_vaughn,0,,,,0,,1966
3898,David Vaughn,"Vaughn, David",1995,Y,710,david_vaughn,0,,,,0,,1998
3899,Jacque Vaughn,"Vaughn, Jacque",1997,Y,1521,jacque_vaughn,0,,,,0,,2008
3900,Rashad Vaughn,"Vaughn, Rashad",2015,Y,1626173,rashad_vaughn,1,MIL,Milwaukee,bucks,1610612749,Bucks,2017
3901,Virgil Vaughn,"Vaughn, Virgil",1946,Y,78411,HISTADD_virgil_vaughn,0,,,,0,,1946
3902,Loy Vaught,"Vaught, Loy",1990,Y,919,loy_vaught,0,,,,0,,2000
3903,Bob Verga,"Verga, Bob",1973,Y,78413,HISTADD_bob_verga,0,,,,0,,1973
3904,Peter Verhoeven,"Verhoeven, Peter",1981,Y,78414,HISTADD_peter_verhoeven,0,,,,0,,1986
3905,Jan Vesely,"Vesely, Jan",2011,Y,202686,jan_vesely,0,,,,0,,2013
3906,Gundars Vetra,"Vetra, Gundars",1992,Y,78415,HISTADD_gundars_vetra,0,,,,0,,1992
3907,Joao Vianna,"Vianna, Joao",1991,Y,78416,HISTADD_joao_vianna,0,,,,0,,1991
3908,Charlie Villanueva,"Villanueva, Charlie",2005,Y,101111,charlie_villanueva,1,DAL,Dallas,mavericks,1610612742,Mavericks,2015
3909,Jay Vincent,"Vincent, Jay",1981,Y,78418,HISTADD_jay_vincent,0,,,,0,,1989
3910,Sam Vincent,"Vincent, Sam",1985,Y,78417,HISTADD_sam_vincent,0,,,,0,,1991
3911,Marcus Vinicius,"Vinicius, Marcus",2006,Y,200790,marcus_vinicius,0,,,,0,,2007
3912,Fred Vinson,"Vinson, Fred",1994,Y,1844,fred_vinson,0,,,,0,,1999
3913,Gary Voce,"Voce, Gary",1989,Y,78419,HISTADD_gary_voce,0,,,,0,,1989
3914,Floyd Volker,"Volker, Floyd",1949,Y,78420,HISTADD_floyd_volker,0,,,,0,,1949
3915,Alexander Volkov,"Volkov, Alexander",1989,Y,78421,HISTADD_alexander_volkov,0,,,,0,,1991
3916,Whitey Von Nieda,"Von Nieda, Whitey",1949,Y,78422,HISTADD_whitey_vonnieda,0,,,,0,,1949
3917,Noah Vonleh,"Vonleh, Noah",2014,Y,203943,noah_vonleh,1,POR,Portland,blazers,1610612757,Trail Blazers,2017
3918,Jake Voskuhl,"Voskuhl, Jake",2000,Y,2063,jake_voskuhl,0,,,,0,,2008
3919,Danny Vranes,"Vranes, Danny",1981,Y,78423,HISTADD_danny_vranes,0,,,,0,,1987
3920,Slavko Vranes,"Vranes, Slavko",2003,Y,2582,slavko_vranes,0,,,,0,,2003
3921,Stojko Vrankovic,"Vrankovic, Stojko",1990,Y,1037,stojko_vrankovic,0,,,,0,,1998
3922,Brett Vroman,"Vroman, Brett",1980,Y,78425,HISTADD_brett_vroman,0,,,,0,,1980
3923,Jackson Vroman,"Vroman, Jackson",2004,Y,2761,jackson_vroman,0,,,,0,,2005
3924,Nikola Vucevic,"Vucevic, Nikola",2011,Y,202696,nikola_vucevic,1,ORL,Orlando,magic,1610612753,Magic,2017
3925,Sasha Vujacic,"Vujacic, Sasha",2004,Y,2756,sasha_vujacic,1,NYK,New York,knicks,1610612752,Knicks,2016
3926,Dwyane Wade,"Wade, Dwyane",2003,Y,2548,dwyane_wade,1,MIA,Miami,heat,1610612748,Heat,2017
3927,Mark Wade,"Wade, Mark",1987,Y,78426,HISTADD_mark_wade,0,,,,0,,1989
3928,Von Wafer,"Wafer, Von",2005,Y,101144,von_wafer,0,,,,0,,2011
3929,Clint Wager,"Wager, Clint",1949,Y,78427,HISTADD_clint_wager,0,,,,0,,1949
3930,Dajuan Wagner,"Wagner, Dajuan",2002,Y,2402,dajuan_wagner,0,,,,0,,2006
3931,Danny Wagner,"Wagner, Danny",1949,Y,78428,HISTADD_danny_wagner,0,,,,0,,1949
3932,Milt Wagner,"Wagner, Milt",1987,Y,78429,HISTADD_milt_wagner,0,,,,0,,1990
3933,Dion Waiters,"Waiters, Dion",2012,Y,203079,dion_waiters,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2017
3934,Granville Waiters,"Waiters, Granville",1983,Y,78430,HISTADD_granville_waiters,0,,,,0,,1987
3935,Andre Wakefield,"Wakefield, Andre",1978,Y,78431,HISTADD_andre_wakefield,0,,,,0,,1979
3936,Neal Walk,"Walk, Neal",1969,Y,78432,HISTADD_neal_walk,0,,,,0,,1976
3937,Andy Walker,"Walker, Andy",1976,Y,78433,HISTADD_andy_walker,0,,,,0,,1976
3938,Antoine Walker,"Walker, Antoine",1996,Y,952,antoine_walker,0,,,,0,,2007
3939,Brady Walker,"Walker, Brady",1948,Y,78434,HISTADD_brady_walker,0,,,,0,,1951
3940,Chet Walker,"Walker, Chet",1962,Y,78435,HISTADD_chet_walker,0,,,,0,,1974
3941,Darrell Walker,"Walker, Darrell",1983,Y,78437,HISTADD_darrell_walker,0,,,,0,,1992
3942,Foots Walker,"Walker, Foots",1974,Y,78436,HISTADD_foots_walker,0,,,,0,,1983
3943,Henry Walker,"Walker, Henry",2008,Y,201611,henry_walker,0,,,,0,,2014
3944,Horace Walker,"Walker, Horace",1961,Y,78438,HISTADD_horace_walker,0,,,,0,,1961
3945,Jimmy Walker,"Walker, Jimmy",1967,Y,78439,HISTADD_jimmy_walker,0,,,,0,,1975
3946,Kemba Walker,"Walker, Kemba",2011,Y,202689,kemba_walker,1,CHA,Charlotte,hornets,1610612766,Hornets,2017
3947,Kenny Walker,"Walker, Kenny",1986,Y,78440,HISTADD_kenny_walker,0,,,,0,,1994
3948,Phil Walker,"Walker, Phil",1977,Y,78441,HISTADD_phil_walker,0,,,,0,,1977
3949,Samaki Walker,"Walker, Samaki",1996,Y,955,samaki_walker,0,,,,0,,2005
3950,Wally Walker,"Walker, Wally",1976,Y,78442,HISTADD_wally_walker,0,,,,0,,1983
3951,John Wall,"Wall, John",2010,Y,202322,john_wall,1,WAS,Washington,wizards,1610612764,Wizards,2017
3952,Ben Wallace,"Wallace, Ben",1996,Y,1112,ben_wallace,0,,,,0,,2011
3953,Gerald Wallace,"Wallace, Gerald",2001,Y,2222,gerald_wallace,0,,,,0,,2014
3954,John Wallace,"Wallace, John",1996,Y,961,john_wallace,0,,,,0,,2003
3955,Michael Wallace,"Wallace, Michael",1946,Y,78443,HISTADD_red_wallace,0,,,,0,,1946
3956,Rasheed Wallace,"Wallace, Rasheed",1995,Y,739,rasheed_wallace,0,,,,0,,2012
3957,Tyrone Wallace,"Wallace, Tyrone",2017,Y,1627820,tyrone_wallace,0,,,,0,,2017
3958,Dwight Waller,"Waller, Dwight",1968,Y,78444,HISTADD_dwight_waller,0,,,,0,,1968
3959,Jamie Waller,"Waller, Jamie",1987,Y,78445,HISTADD_jamie_waller,0,,,,0,,1987
3960,Jim Walsh,"Walsh, Jim",1957,Y,78446,HISTADD_jim_walsh,0,,,,0,,1957
3961,Matt Walsh,"Walsh, Matt",2005,Y,101190,matt_walsh,0,,,,0,,2005
3962,Rex Walters,"Walters, Rex",1993,Y,777,rex_walters,0,,,,0,,1999
3963,Paul Walther,"Walther, Paul",1949,Y,78447,HISTADD_lefty_walther,0,,,,0,,1954
3964,Rabbit Walthour,"Walthour, Rabbit",1953,Y,78448,HISTADD_rabbit_walthour,0,,,,0,,1953
3965,Bill Walton,"Walton, Bill",1974,Y,78450,HISTADD_bill_walton,0,,,,0,,1986
3966,Lloyd Walton,"Walton, Lloyd",1976,Y,78449,HISTADD_lloyd_walton,0,,,,0,,1980
3967,Luke Walton,"Walton, Luke",2003,Y,2575,luke_walton,0,,,,0,,2012
3968,Derrick Walton Jr.,"Walton Jr., Derrick",2017,Y,1628476,derrick_walton jr.,0,,,,0,,2017
3969,Bobby Wanzer,"Wanzer, Bobby",1948,Y,78453,HISTADD_bobby_wanzer,0,,,,0,,1956
3970,Perry Warbington,"Warbington, Perry",1974,Y,78454,HISTADD_perry_warbington,0,,,,0,,1974
3971,Charlie Ward,"Ward, Charlie",1994,Y,369,charlie_ward,0,,,,0,,2004
